code,url
400,http://www.opengis.net/def/function/geosparql/sfCrosses_param2
400,http://www.opengis.net/def/function/geosparql/rcc8ec_param2
400,http://www.opengis.net/def/function/geosparql/sfDisjoint_output
400,http://www.opengis.net/def/function/geosparql/geometryN_output
400,http://www.opengis.net/def/function/geosparql/envelope_output
400,http://www.opengis.net/def/function/geosparql/metricLength_param1
400,http://www.opengis.net/def/function/geosparql/dimension_output
400,http://www.opengis.net/def/function/geosparql/ehContains_param2
400,http://www.opengis.net/def/function/geosparql/asGML_param1
400,http://www.opengis.net/def/function/geosparql/symDifference_param1
400,http://www.opengis.net/def/function/geosparql/length_output
500,http://www.opengis.net/def/function/geosparql/maxz
400,http://www.opengis.net/def/function/geosparql/symDifference_output
400,http://www.opengis.net/def/function/geosparql/sfEquals_param2
400,http://www.opengis.net/def/function/geosparql/ehEquals_param1
400,http://www.opengis.net/def/function/geosparql/ehInside_param1
400,http://www.opengis.net/def/function/geosparql/distance_param2
400,http://www.opengis.net/def/function/geosparql/asWKT_param1
400,http://www.opengis.net/def/function/geosparql/perimeter_param1
400,http://www.opengis.net/def/function/geosparql/rcc8ec_output
400,http://www.opengis.net/def/function/geosparql/rcc8tppi_output
400,http://www.opengis.net/def/function/geosparql/maxY_param1
400,http://www.opengis.net/def/function/geosparql/ehCoveredBy_output
400,http://www.opengis.net/def/function/geosparql/maxx_param1
400,http://www.opengis.net/def/function/geosparql/ehCovers_output
400,http://www.opengis.net/def/function/geosparql/isSimple_output
400,http://www.opengis.net/def/function/geosparql/isEmpty_output
400,http://www.opengis.net/def/function/geosparql/sfOverlaps_output
400,http://www.opengis.net/def/function/geosparql/boundingCircle_output
400,http://www.opengis.net/def/function/geosparql/rcc8po_param2
400,http://www.opengis.net/def/function/geosparql/rcc8eq_param2
400,http://www.opengis.net/def/function/geosparql/metricArea_param1
400,http://www.opengis.net/def/function/geosparql/rcc8tpp_param1
400,http://www.opengis.net/def/function/geosparql/rcc8ntppi_output
400,http://www.opengis.net/def/function/geosparql/sfDisjoint_param1
400,http://www.opengis.net/def/function/geosparql/rcc8ntpp_param1
400,http://www.opengis.net/def/function/geosparql/difference_param2
400,http://www.opengis.net/def/function/geosparql/sfIntersects_output
400,http://www.opengis.net/def/function/geosparql/metricBuffer_param1
400,http://www.opengis.net/def/function/geosparql/sfWithin_output
400,http://www.opengis.net/def/function/geosparql/perimeter_param2
400,http://www.opengis.net/def/function/geosparql/maxz_output
400,http://www.opengis.net/def/function/geosparql/metricBuffer_output
400,http://www.opengis.net/def/function/geosparql/minx_param1
400,http://www.opengis.net/def/function/geosparql/asDGGS_param2
400,http://www.opengis.net/def/function/geosparql/ehEquals_output
400,http://www.opengis.net/def/geosparql/extended-examples
400,http://www.opengis.net/def/geosparql/validator
400,http://www.opengis.net/def/function/geosparql/metricPerimeter_param1
400,http://www.opengis.net/def/function/geosparql/perimeter_output
400,http://www.opengis.net/def/function/geosparql/difference_param1
400,http://www.opengis.net/def/function/geosparql/concaveHull_output
400,http://www.opengis.net/def/function/geosparql/maxy_output
400,http://www.opengis.net/def/function/geosparql/rcc8tppi_param2
400,http://www.opengis.net/def/function/geosparql/sfWithin_param2
400,http://www.opengis.net/def/function/geosparql/rcc8tpp_output
400,http://www.opengis.net/def/function/geosparql/asGML_output
400,http://www.opengis.net/def/function/geosparql/sfCrosses_output
400,http://www.opengis.net/def/function/geosparql/area_param2
400,http://www.opengis.net/def/function/geosparql/asKML_output
400,http://www.opengis.net/def/function/geosparql/numGeometries_output
400,http://www.opengis.net/def/function/geosparql/distance_output
400,http://www.opengis.net/def/function/geosparql/getSRID_output
400,http://www.opengis.net/def/function/geosparql/metricDistance_output
400,http://www.opengis.net/def/geosparql/repository
400,http://www.opengis.net/def/function/geosparql/maxX_output
400,http://www.opengis.net/def/function/geosparql/area_output
400,http://www.opengis.net/def/function/geosparql/asGeoJSON_output
400,http://www.opengis.net/def/function/geosparql/metricArea_output
400,http://www.opengis.net/def/function/geosparql/minY_output
400,http://www.opengis.net/def/function/geosparql/ehInside_output
400,http://www.opengis.net/def/function/geosparql/relate_output
400,http://www.opengis.net/def/function/geosparql/ehDisjoint_output
400,http://www.opengis.net/def/function/geosparql/ehMeet_output
400,http://www.opengis.net/def/function/geosparql/rcc8po_output
400,http://www.opengis.net/def/function/geosparql/rcc8dc_output
400,http://www.opengis.net/def/function/geosparql/sfEquals_output
